İL ADI 	İLÇE ADI 	YURT ADI 	BLOK 	İŞLETME TÜRÜ TOPLAM
KAPASİTE
İŞLETMENİN
HİZMET VERECEĞİ
KAPASİTE
KONYA 	BOZKIR 	MUSTAFA SUNA ÖZ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	544 	544
KONYA 	TAŞKENT 	TAŞKENT YURDU 	MERKEZİ 	LOKANTA-KANTİN 	324 	324
KONYA 	MERKEZ 	KUTALMIŞOĞLU SÜLEYMAN ŞAH YURDU 	MERKEZİ 	LOKANTA-KANTİN 	2700 	2700
KONYA 	MERKEZ 	TAHİR BÜYÜKKÖRÜKÇÜ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	2300 	2300
KÜTAHYA 	MERKEZ 	HAYME ANA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	450 	450
KÜTAHYA 	MERKEZ 	EMİNE GÜLBAHAR HATUN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	993 	993
KÜTAHYA 	SİMAV 	SİMAV YURDU VE MOLLA FENARİ YURDU BİRLİKTE 	MERKEZİ 	LOKANTA-KANTİN 	641 	641
KÜTAHYA 	MERKEZ 	DUMLUPINAR YURDU 	MERKEZİ 	LOKANTA-KANTİN 	606 	606
KÜTAHYA 	MERKEZ 	ZAFERTEPE YURDU 	MERKEZİ 	KUAFÖR 	1431 	1431

-- 12 of 19 --

MALATYA 	ARAPGİR 	ARAPGİR YURDU 	MERKEZİ 	LOKANTA-KANTİN 	485 	485
MALATYA 	HEKİMHAN 	HEKİMHAN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	208 	208
MALATYA 	YEŞİLYURT 	SOMUNCU BABA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	537 	537
MANİSA 	AKHİSAR 	AKHİSAR YURDU 	MERKEZİ 	LOKANTA-KANTİN 	210 	210
MANİSA 	ALAŞEHİR 	ALAŞEHİR YURDU 	MERKEZİ 	LOKANTA-KANTİN 	240 	240
MANİSA 	YUNUS EMRE 	AYŞE HAFSA SULTAN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1340 	1340
MANİSA 	SALİHLİ 	FARABİ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	182 	182
MANİSA 	YUNUS EMRE 	MANİSA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	368 	368
MANİSA 	MURADİYE 	MURADİYE YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1386 	1386
MANİSA 	SALİHLİ 	SALİHLİ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	538 	538
MARDİN 	ARTUKLU 	MARDİN KIZ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1507 	1507
MARDİN 	MİDYAT 	MİDYAT YURDU 	MERKEZİ 	LOKANTA-KANTİN 	255 	255
MERSİN 	ANAMUR 	ANAMUR YURDU 	MERKEZİ 	LOKANTA-KANTİN 	430 	430
MERSİN 	ERDEMLİ 	ERDEMLİ KIZ KALESİ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	478 	478
MERSİN 	TARSUS 	TARSUS YURDU 	A 	LOKANTA-KANTİN 	596 	240
MERSİN 	TAŞUCU 	TAŞUCU YURDU 	MERKEZİ 	LOKANTA-KANTİN 	412 	412
MUĞLA 	MİLAS 	MİLAS YURDU 	MERKEZİ 	LOKANTA-KANTİN 	504 	504
MUŞ 	MERKEZ 	MÜŞTAK BABA YURDU 	A-B-C-D 	KUAFÖR 	1534 	1074
NEVŞEHİR 	MERKEZ 	AYŞE HÜMAŞAH SULTAN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	552 	552

-- 13 of 19 --

NEVŞEHİR 	MERKEZ 	HALUK NUR BAKİ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	428 	428
NEVŞEHİR 	MERKEZ 	NEVŞEHİR YURDU 	A-B-C 	FOTOKOPİ-KIRTASİYE 	1642 	1101
NEVŞEHİR 	MERKEZ 	NEVŞEHİR YURDU 	A-B-C 	TERZİ 	1642 	1101
NEVŞEHİR 	MERKEZ 	KAPADOKYA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	698 	698
NEVŞEHİR 	MERKEZ 	NEVŞEHİR YURDU 	D 	LOKANTA-KANTİN 	1642 	541
NİĞDE 	BOR 	AHMET KUDDUSİ YURDU VE BOR YURDU BİRLİKTE 	MERKEZİ 	LOKANTA-KANTİN 	707 	707
NİĞDE 	MERKEZ 	NİĞDE SABANCI YURDU 	MERKEZİ 	LOKANTA-KANTİN 	350 	350
NİĞDE 	ULUKIŞLA 	ULUKIŞLA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	180 	180
ORDU 	MERKEZ 	EVLİYA ÇELEBİ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	300 	300
ORDU 	ALTINORDU 	HEKİMOĞLU YURDU 	MERKEZİ 	LOKANTA-KANTİN 	406 	406
ORDU 	AKKUŞ 	AKKUŞ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	70 	70
ORDU 	MERKEZ 	LEBİBE ERGİN KARLIBEL YURDU 	C 	LOKANTA-KANTİN 	1459 	424
ORDU 	ÜNYE 	ÜNYE YURDU 	MERKEZİ 	LOKANTA-KANTİN 	897 	897
OSMANİYE 	MERKEZ 	OSMANİYE YURDU 	MERKEZİ 	KUAFÖR 	1180 	1180
OSMANİYE 	MERKEZ 	OSMANİYE YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1180 	1180
OSMANİYE 	BAHÇE 	BAHÇE YURDU 	MERKEZİ 	LOKANTA-KANTİN 	110 	110
RİZE 	MERKEZ 	AYDER YURDU 	MERKEZİ 	LOKANTA-KANTİN 	648 	648
RİZE 	MERKEZ 	TENZİLE ERDOĞAN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	822 	822
SAKARYA 	AKYAZI 	AKYAZI YURDU 	MERKEZİ 	LOKANTA-KANTİN 	406 	406

-- 14 of 19 --

SAKARYA 	KARASU 	KARASU YURDU 	MERKEZİ 	LOKANTA-KANTİN 	400 	400
SAKARYA 	SERDİVAN 	ARİF NİHAT ASYA YURDU 	G-H-I-J 	LOKANTA-KANTİN 	1465 	541
SAMSUN 	ATAKUM 	ALİ FUAT BAŞGİL YURDU 	MERKEZİ 	LOKANTA-KANTİN 	398 	398
SAMSUN 	ATAKUM 	CEMAL SAFİ YURDU VE GÜLCEMAL HATUN BİRLİKTE 	MERKEZİ 	LOKANTA-KANTİN 	764 	764
SAMSUN 	ATAKUM 	ATAKUM YURDU 	B-C 	LOKANTA-KANTİN 	438 	438
SAMSUN 	HAVZA 	HAVZA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	558 	558
SAMSUN 	ATAKUM 	İLKADIM YURDU 	MERKEZİ 	ÇAMAŞIRHANE 	849 	849
SAMSUN 	ATAKUM 	MÜNEVVER AYAŞLI YURDU 	C-D-E-F 	ÇAMAŞIRHANE 	2526 	2084
SAMSUN 	ATAKUM 	MÜNEVVER AYAŞLI YURDU 	C-D-E-F 	KUAFÖR 	2526 	2084
SAMSUN 	ATAKUM 	SAMSUN KIZ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1047 	1047
SAMSUN 	VEZİRKÖPRÜ 	VEZİRKÖPRÜ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	411 	411
SİİRT 	MERKEZ 	SİİRT ESMEHAN SULTAN KIZ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	392 	392
SİNOP 	MERKEZ 	YENİ AÇILACAK YURT 	MERKEZİ 	LOKANTA-KANTİN 	1190 	1190
SİVAS 	MERKEZ 	EMİNE NAZİKEDA YURDU 	MERKEZİ 	KUAFÖR 	1384 	1384
SİVAS 	MERKEZ 	EMİNE NAZİKEDA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1384 	1384
SİVAS 	MERKEZ 	EMİNE NAZİKEDA YURDU 	MERKEZİ 	FOTOKOPİ-KIRTASİYE 	1384 	1384
SİVAS 	MERKEZ 	KADI BURHANEDDİN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	2947 	2947
SİVAS 	MERKEZ 	KADI BURHANEDDİN YURDU 	MERKEZİ 	FOTOKOPİ-KIRTASİYE 	2947 	2947
SİVAS 	MERKEZ 	KADI BURHANEDDİN YURDU 	MERKEZİ 	ÇAMAŞIRHANE 	2947 	2947

-- 15 of 19 --

SİVAS 	MERKEZ 	KADI BURHANEDDİN YURDU 	MERKEZİ 	FİTNESS SALONU 	2947 	2947
SİVAS 	KOYULHİSAR 	KOYULHİSAR ÇETİN CAN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	150 	150
SİVAS 	DİVRİĞİ 	PROF.DR.MAHİR TEVRÜZ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	250 	250
SİVAS 	MERKEZ 	SALTUKBEY YURDU 	MERKEZİ 	LOKANTA-KANTİN 	929 	929
SİVAS 	MERKEZ 	SANCAKTAR YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1546 	1546
SİVAS 	MERKEZ 	SANCAKTAR YURDU 	MERKEZİ 	KUAFÖR 	1546 	1546
SİVAS 	MERKEZ 	SANCAKTAR YURDU 	MERKEZİ 	FOTOKOPİ-KIRTASİYE 	1546 	1546
SİVAS 	MERKEZ 	MUHSİN YAZICIOĞLU YURDU 	MERKEZİ 	LOKANTA-KANTİN 	2500 	2500
SİVAS 	MERKEZ 	MUHSİN YAZICIOĞLU YURDU 	MERKEZİ 	FOTOKOPİ-KIRTASİYE 	2500 	2500
SİVAS 	MERKEZ 	MUHSİN YAZICIOĞLU YURDU 	MERKEZİ 	KUAFÖR 	2500 	2500
SİVAS 	MERKEZ 	MUHSİN YAZICIOĞLU YURDU 	MERKEZİ 	ÇAMAŞIRHANE 	2500 	2500
SİVAS 	MERKEZ 	MUHSİN YAZICIOĞLU YURDU 	MERKEZİ 	FİTNESS SALONU 	2500 	2500
SİVAS 	MERKEZ 	MELEK REŞİT HANIM YURDU 	MERKEZİ 	LOKANTA-KANTİN 	2500 	2500
SİVAS 	MERKEZ 	MELEK REŞİT HANIM YURDU 	MERKEZİ 	FOTOKOPİ-KIRTASİYE 	2500 	2500
SİVAS 	MERKEZ 	MELEK REŞİT HANIM YURDU 	MERKEZİ 	KUAFÖR 	2500 	2500
SİVAS 	MERKEZ 	MELEK REŞİT HANIM YURDU 	MERKEZİ 	ÇAMAŞIRHANE 	2500 	2500
SİVAS 	MERKEZ 	MELEK REŞİT HANIM YURDU 	MERKEZİ 	FİTNESS SALONU 	2500 	2500
SİVAS 	MERKEZ 	ŞEMSEDDİN SİVASİ YURDU 	MERKEZİ 	FİTNESS SALONU 	1682 	1682
SİVAS 	YILDIZELİ 	YILDIZELİ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	567 	567

-- 16 of 19 --

ŞANLIURFA 	KARAKÖPRÜ 	HACER ANA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1070 	1070
ŞANLIURFA 	HALİLİYE 	HARRAN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1044 	1044
ŞANLIURFA 	HALİLİYE 	ŞANLIURFA YURDU VE MEHMET AKİF İNAN YURDU BİRLİKTE 	MERKEZİ 	LOKANTA-KANTİN 	476 	476
TOKAT 	MERKEZ 	ALİ PAŞA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	402 	402
TOKAT 	MERKEZ 	AYDOĞAN AYDIN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	809 	809
TOKAT 	MERKEZ 	GAZİOSMANPAŞA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	432 	432
TOKAT 	MERKEZ 	MEHMED EMİN TOKADİ YURDU 	A 	LOKANTA-KANTİN 	1062 	558
TOKAT 	MERKEZ 	TOKAT YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1206 	1206
TOKAT 	TURHAL 	TURHAL YURDU 	MERKEZİ 	LOKANTA-KANTİN 	624 	624
TOKAT 	ZİLE 	ZİLE YURDU 	MERKEZİ 	LOKANTA-KANTİN 	370 	370
TOKAT 	ZİLE 	ŞEYH-İ ŞİRVANİ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	406 	406
TRABZON 	OF 	AŞIKKUTLU YURDU 	MERKEZİ 	LOKANTA-KANTİN 	455 	455
TRABZON 	BEŞİKDÜZÜ 	BEŞİKDÜZÜ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	237 	237
TRABZON 	ORTAHİSAR 	DOĞU KARADENİZ YURDU 	MERKEZİ 	FOTOKOPİ-KIRTASİYE 	2437 	2437
TRABZON 	ORTAHİSAR 	DOĞU KARADENİZ YURDU 	MERKEZİ 	KUAFÖR 	2437 	2437
TRABZON 	ORTAHİSAR 	DOĞU KARADENİZ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	2437 	2437
TRABZON 	ORTAHİSAR 	DOĞU KARADENİZ YURDU 	MERKEZİ 	AYAKKABI TAMİRCİSİ 	2437 	2437
TRABZON 	AKÇAABAT 	FUAT SEZGİN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1464 	1464

-- 17 of 19 --

TRABZON 	MAÇKA 	MAÇKA ŞÜKRÜ KARADENİZ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	362 	362
TRABZON 	YOMRA 	SARE HATUN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	657 	657
TRABZON 	TONYA 	TONYA YURDU 	MERKEZİ 	LOKANTA-KANTİN 	50 	50
TRABZON 	ORTAHİSAR 	TRABZON YURDU 	MERKEZİ 	LOKANTA 	2279 	2279
TUNCELİ 	MERKEZ 	TUNCELİ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	891 	891
UŞAK 	MERKEZ 	LATİFE HANIM YURDU 	MERKEZİ 	KUAFÖR 	2822 	2822
UŞAK 	MERKEZ 	LATİFE HANIM YURDU 	MERKEZİ 	OTOBÜS BİLET 	2822 	2822
UŞAK 	MERKEZ 	LATİFE HANIM YURDU 	MERKEZİ 	FOTOKOPİ-KIRTASİYE 	2822 	2822
UŞAK 	MERKEZ 	LATİFE HANIM YURDU 	MERKEZİ 	FİTNESS SALONU 	2822 	2822
UŞAK 	MERKEZ 	MEHMET HACIM YURDU 	MERKEZİ 	BERBER 	2868 	2868
UŞAK 	MERKEZ 	MEHMET HACIM YURDU 	MERKEZİ 	OTOBÜS BİLET 	2868 	2868
UŞAK 	MERKEZ 	MEHMET HACIM YURDU 	MERKEZİ 	FOTOKOPİ-KIRTASİYE 	2868 	2868
UŞAK 	MERKEZ 	MEHMET HACIM YURDU 	MERKEZİ 	FİTNESS SALONU 	2868 	2868
UŞAK 	MERKEZ 	UŞAK ERKEK YURDU 	MERKEZİ 	LOKANTA-KANTİN 	504 	504
VAN 	TUŞBA İMAM ŞAFİİ YURDU-SEYYİD FEHİM ARVASİ
YURDU-VAN YURDU MERKEZİ 	LOKANTA-KANTİN 	2512 	2512
VAN 	TUŞBA 	SÜLEYMAN ŞAH YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1484 	1484
VAN 	ÖZALP 	ÖZALP YURDU 	MERKEZİ 	LOKANTA-KANTİN 	346 	346
YALOVA 	ÇINARCIK 	ÇINARCIK YURDU 	MERKEZİ 	LOKANTA-KANTİN 	240 	240
YOZGAT 	MERKEZ 	SÜRMELİ YURDU 	MERKEZİ 	FOTOKOPİ-KIRTASİYE 	1168 	1168

-- 18 of 19 --

YOZGAT 	MERKEZ 	SÜRMELİ YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1168 	1168
YOZGAT 	MERKEZ 	KINALI HASAN YURDU 	MERKEZİ 	LOKANTA-KANTİN 	1986 	1986
YOZGAT 	MERKEZ 	KINALI HASAN YURDU 	MERKEZİ 	FOTOKOPİ-KIRTASİYE 	1986 	1986
YOZGAT 	MERKEZ 	KINALI HASAN YURDU 	MERKEZİ 	KUAFÖR 	1986 	1986
YOZGAT 	MERKEZ 	YOZGAT YURDU 	MERKEZİ 	FİTNESS SALONU 	960 	960
ZONGULDAK 	MERKEZ 	KARAELMAS YURDU 	A-B-C-D-E-F 	KUAFÖR 	1702 	1362
ZONGULDAK 	MERKEZ 	NESİBE HATUN YURDU 	MERKEZİ 	KUAFÖR 	1598 	1598

-- 19 of 19 --

